Time (ms),v (mV),w,Step size h
865.310088290665,-52.40153057617001,-4.27812445889365,2.0
867.310088290665,-52.23397784125753,-4.9193958921836165,2.0
869.310088290665,-52.064246501376395,-5.54327846695255,2.0
871.310088290665,-51.89199643465014,-6.15104966066594,2.0
873.310088290665,-51.71684581244557,-6.743956244783564,2.0
875.310088290665,-51.5383657983681,-7.323221285907782,2.0
877.310088290665,-51.35607388885056,-7.890051469660764,2.0
879.310088290665,-51.169425628446874,-8.445644907285182,2.0
881.310088290665,-50.97780434319091,-8.9911996140335,2.0
883.310088290665,-50.780508418147065,-9.527922888432236,2.0
885.310088290665,-50.576735489224795,-10.057041875960975,2.0
887.310088290665,-50.3655627081832,-10.579815674568257,2.0
889.310088290665,-50.14592194975977,-11.097549439962867,2.0
891.310088290665,-49.9165684257694,-11.61161108624977,2.0
893.310088290665,-49.67604059965444,-12.123451367650121,2.0
895.310088290665,-49.42260847469192,-12.634628392773811,2.0
897.310088290665,-49.154206132258615,-13.14683799910545,2.0
899.310088290665,-48.86834261970485,-13.661951955889219,2.0
901.310088290665,-48.56198259889075,-14.182066753238924,2.0
903.310088290665,-48.231384013075484,-14.709566910424705,2.0
905.310088290665,-47.87187346432848,-15.247208521565804,2.0
907.310088290665,-47.47752934634354,-15.79823153256607,2.0
909.310088290665,-47.04072500931312,-16.366513671914838,2.0
911.310088290665,-46.55145360780489,-16.95678623522547,2.0
913.310088290665,-45.9963015166199,-17.57494428850101,2.0
915.310088290665,-45.35683503230398,-18.22850569159265,2.0
917.310088290665,-44.60696486708433,-18.927313678357372,2.0
919.310088290665,-43.70843715804586,-19.68465629556153,2.0
921.310088290665,-42.602674021581386,-20.519139108065268,2.0
923.310088290665,-41.19494250173004,-21.45801373732933,2.0
925.310088290665,-39.320775128797976,-22.543571966288837,2.0
927.310088290665,-36.66577711219644,-23.84677186436132,2.0
929.0132265560844,-33.340949395190165,-25.208532095468524,1.7031382654193927
930.1821412342788,-30.113887460126023,-26.33057036128577,1.1689146781943622
931.1341496830896,-26.512974220654613,-27.413251023917315,0.952008448810802
931.9166417265177,-22.506781351194036,-28.461423802914936,0.7824920434280488
932.5628836223667,-18.0827119639888,-29.474577368021126,0.6462418958490541
933.0994991358727,-13.231186618291943,-30.452601298347442,0.536615513506018
933.5477300542055,-7.9445203460353895,-31.39588572352109,0.4482309183328015
933.924453470243,-2.216452939660178,-32.30521433926938,0.3767234160373668
934.2430607518438,3.9581865139390504,-33.181651810701325,0.31860728160088975
934.5141878227186,10.583726667680887,-34.026446757776945,0.27112707087474575
934.7463046923677,17.663836864038025,-34.84095486088621,0.23211686964914832
934.9461825676105,25.201663724133994,-35.62658102552634,0.19987787524285422
935.1192597877375,33.19993415675113,-36.38473757047535,0.17307722012697757
935.2699267266439,-50.0,62.88318493254441,0.15066693890641364
935.4266731999929,-50.09810981535325,62.49549601581799,0.1567464733490218
936.210405566738,-50.57619689882852,60.6107188087248,0.783732366745109
938.210405566738,-51.70028230518769,56.14756118896907,2.0
940.210405566738,-52.68365358810984,52.05761411151024,2.0
942.210405566738,-53.518245996585605,48.30251724794352,2.0
944.210405566738,-54.20622671570637,44.8460879669815,2.0
946.210405566738,-54.757097961663064,41.6551250613665,2.0
948.210405566738,-55.18475024143657,38.69982376920857,2.0
950.210405566738,-55.5050042262703,35.95386793431699,2.0
952.210405566738,-55.73383603086704,33.39429297793235,2.0
954.210405566738,-55.88625697434695,31.0012100907842,2.0
956.210405566738,-55.97571532991192,28.757463812694226,2.0
958.210405566738,-56.013865493502614,26.64827342463058,2.0
960.210405566738,-56.01056936513639,24.66088939142623,2.0
962.210405566738,-55.97402799362958,22.784281595647766,2.0
964.210405566738,-55.910974075582054,21.008866273724653,2.0
966.210405566738,-55.82688197674528,19.32627250473401,2.0
968.210405566738,-55.72617059820714,17.729145742294765,2.0
970.210405566738,-55.612386714825895,16.210984296184158,2.0
972.210405566738,-55.48836398322392,14.766004169296583,2.0
974.210405566738,-55.35635714438561,13.389027762244437,2.0
976.210405566738,-55.21815319107622,12.075392367851462,2.0
978.210405566738,-55.07516225111392,10.820874907534261,2.0
980.210405566738,-54.928491195225405,9.621629907649494,2.0
982.210405566738,-54.77900285317271,8.474138223037974,2.0
984.210405566738,-54.62736341847098,7.375164463917216,2.0
986.210405566738,-54.47408025714114,6.321721464582656,2.0
988.210405566738,-54.319531972176065,5.311040450580343,2.0
990.210405566738,-54.16399224307437,4.3405458217346515,2.0
992.210405566738,-54.00764867079713,3.4078336797002526,2.0
994.210405566738,-53.85061761472158,2.510653398592468,2.0
996.210405566738,-53.69295580650708,1.6468916730629422,2.0
998.210405566738,-53.534669361025735,0.8145585862799164,2.0
1000.210405566738,-53.375720670839065,0.011775325971886574,2.0
